，         	0.09865010311141785
了         	0.03323063271795124
的         	0.022666436617288212
我         	0.012085808418164042
道         	0.010500110916664612
说         	0.01008766524529015
你         	0.009775455374528605
也         	0.00966207389514678
是         	0.00956019488468775
又         	0.008444455399176752
着         	0.006415091239226706
去         	0.006314855438613788
宝玉        	0.006232694946308118
来         	0.006158750503233015
他         	0.005416019652789759
不         	0.005404517183866966
她         	0.0053371455801763164
便         	0.0052336233598711725

         	0.005177754225103317
在         	0.0047850270718822144
！         	0.004663429543269823
人         	0.004433380164813948
都         	0.0043430036232777105
有         	0.004224692514357546
笑         	0.004101451775899041
就         	0.004098165356206814
这         	0.004039009801746732
叫         	0.0032321937673050537
呢         	0.0030005011790030646
听         	0.0029331295753124154
等         	0.0027605925414705087
好         	0.002698150567318199
什么        	0.002663643160549818
那         	0.002622562914396983
还         	0.0025716234091674676
要         	0.0024516690904011896
一个        	0.002385940696556654
见         	0.002300493784558757
得         	0.0022725592171748293
只         	0.0021493184787163243
贾母        	0.002131243170409077
上         	0.00203100736979616
我们        	0.0020162184811811394
和         	0.002014575271335026
到         	0.0019011937919532014
凤姐        	0.0018765456442615003
才         	0.0018436814473392325
‘         	0.0017976715716480573
’         	0.0017664505845719027
倒         	0.001746732066418542
罢         	0.0017450888565724285
王夫人       	0.0017434456467263152
忙         	0.0016908629316506865
你们        	0.0016563555248823051
如今        	0.0016547123150361916
说道        	0.0016169184885755836
老太太       	0.0016070592294989033
们         	0.0016037728098066764
知道        	0.0015939135507299959
把         	0.0015889839211916557
姑娘        	0.001569265403038295
与         	0.0015676221931921815
起来        	0.0015659789833460682
吃         	0.0015643357734999549
问         	0.001561049353807728
这里        	0.0015544765144232743
事         	0.0015347579962699137
出来        	0.0015331147864238003
个         	0.0015232555273471198
儿         	0.0015150394781165528
将         	0.0015101098485782126
再         	0.001482175281194285
给         	0.0014673863925792642
看         	0.0014361654055031097
众人        	0.001432878985810883
那里        	0.0014263061464264294
奶奶        	0.0014016579987347283
自己        	0.0013802962707352544
太太        	0.0013655073821202336
一面        	0.0013572913328896666
因         	0.0013507184935052131
拿         	0.0013359296048901924
只见        	0.001309638247352378
；         	0.0012882765193529039
两个        	0.0012767740504301102
没有        	0.0012734876307378834
没         	0.0012619851618150895
怎么        	0.0012570555322767493
不是        	0.0012094024467394608
走         	0.0011978999778166671
不知        	0.001168322200586626
若         	0.0011666789907405126
这个        	0.0011387444233565847
听见        	0.0011354580036643579
请         	0.0011321715839721312
贾琏        	0.0011305283741260177
一         	0.0010976641772037499
大         	0.0010746592393581621
这样        	0.001069729609819822
进来        	0.0010483678818203478
谁         	0.0010385086227436674
黛玉        	0.0010187901045903068
话         	0.0010138604750519664
咱们        	0.0010007147962830592
就是        	0.0009941419568986057
平儿        	0.0009892123273602656
东西        	0.000987569117514152
坐         	0.0009859259076680387
告诉        	0.0009859259076680387
想         	0.0009842826978219254
宝钗        	0.0009809962781296986
袭人        	0.0009645641796685645
之         	0.0009366296122846369
过         	0.0009300567729001833
回来        	0.0009300567729001833
为         	0.0009267703532079564
只是        	0.0008988357858240286
大家        	0.0008988357858240286
老爷        	0.0008807604775167813
下         	0.0008791172676706679
只得        	0.0008725444282862143
里         	0.0008692580085939875
丫头        	0.0008462530707483999
却         	0.0008446098609022865
这些        	0.0008314641821333793
他们        	0.0008248913427489257
些         	0.0008199617132105856
并         	0.0008183185033644721
不敢        	0.000813388873826132
出去        	0.0008002431950572248
家         	0.000788740726134431
所以        	0.000772308627673297
